id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3638973,Park View. Spacious Bright @ 29Ave Skytrain,653436,Pirike,,Renfrew-Collingwood,49.24429613652717,-123.04940732248974,Private room,55,30,15,2018-05-31,0.30,5,255
3668248,Kitsilano Beach Apartment,162500,Maddy,,Kitsilano,49.27187552728104,-123.15206969366602,Entire home/apt,275,32,0,,,3,4
3677710,279 HARD TO FIND! 3 BEDROOM DOWNTOWN! 27TH FLOOR,600607,Bruce,,West End,49.288743085926924,-123.12890794650033,Entire home/apt,129,32,3,2018-08-20,0.90,41,62
3678989,Kriszta's Lovely Little Hideaway,6602654,Kriszta,,Grandview-Woodland,49.27192336816637,-123.06434844687115,Entire home/apt,139,2,157,2018-08-24,3.13,2,127
3679016,Charming Cozy Condo Commercial Drive,18696230,Deborah,,Grandview-Woodland,49.27316952481481,-123.07396892028382,Entire home/apt,117,3,67,2018-09-01,2.08,1,2
3698334,1 Block From The Ocean & Beach,162500,Maddy,,Kitsilano,49.27094501181436,-123.15178049933111,Private room,53,32,26,2018-08-24,0.70,3,89
3704955,Gorgeous Yaletown Apartment,14209327,Cyrus,,Downtown,49.27458161739637,-123.11679002950967,Entire home/apt,100,31,53,2018-08-17,1.07,1,151
3728554,Stanley Park and beach steps away!,19049090,Patricia,,West End,49.29116803133923,-123.1425202006954,Entire home/apt,97,3,3,2018-08-18,0.06,1,0
3741866,Studio Townhome in West End,14547825,Margaret,,West End,49.283497581931755,-123.1341905357002,Entire home/apt,121,1,152,2018-08-18,3.07,1,33
3742414,Luxurious New 2-BR Laneway House  ,18775596,Emily,,West Point Grey,49.26043172708633,-123.18696333589814,Entire home/apt,200,30,114,2018-08-12,2.30,1,305
3760027,Modern Downtown Condo with View,8288524,Rajan & Vanessa,,Downtown,49.28432365255969,-123.11678761167252,Entire home/apt,185,30,26,2018-07-10,0.56,1,281
3774396,Modern 5 Bedroom Cambie Village,19350694,Scott,,Riley Park,49.251662910621505,-123.11070247714973,Entire home/apt,491,6,5,2017-07-29,0.13,1,49
3779934,Luxury Rooftop Deck in Kitsilano!,17083923,Samantha,,Kitsilano,49.27109287340017,-123.14958012458635,Entire home/apt,132,30,11,2016-05-31,0.23,1,69
3784311,"""Sharing Relaxing Garden Level home 4 beds",52118,Liliana,,Riley Park,49.248147147988696,-123.10722835538188,Entire home/apt,233,3,47,2018-08-13,1.00,2,324
3803319,Family home in Mount Pleasant,12242749,Julianne,,Mount Pleasant,49.257239217198,-123.08573641085701,Entire home/apt,250,3,50,2018-09-02,1.01,1,0
3811376,"Beautiful home in quiet, fun 'hood",19079579,Myriam,,Grandview-Woodland,49.275351154614995,-123.059123485559,Private room,85,1,98,2018-08-19,1.99,2,139
3811719,"135 ""The Pointe""  view",600607,Bruce,,Downtown,49.2892294085543,-123.12642015290652,Entire home/apt,99,32,0,,,41,65
3812348,"Cosy room near scenic park, pvt BR",16794128,Catherine,,Riley Park,49.236653466097216,-123.10454711863142,Private room,59,1,461,2018-09-04,9.43,1,93
3827626,Bright Brick Attic in Kits,5754010,Ryan,,Kitsilano,49.27035336910646,-123.18397350028826,Private room,45,30,19,2018-08-18,0.42,6,337
3829365,Private Garden space on the drive.,19709041,Jason,,Grandview-Woodland,49.26996123251074,-123.0688352750425,Entire home/apt,89,1,372,2018-09-06,7.50,1,257
3857478,Downtown Vancouver No Car Required,19900361,Billingtons,,West End,49.2831015107192,-123.13365319923405,Entire home/apt,300,1,133,2018-08-24,2.69,2,76
3859085,Perfect Find for Solo Traveler!,19854208,Helen,,Mount Pleasant,49.25894678856213,-123.10723790103458,Private room,79,2,234,2018-09-04,4.74,2,266
3870834,Kitsilano Character Home 2,5754010,Ryan,,Kitsilano,49.27008132855108,-123.18178511672251,Private room,49,30,14,2018-06-18,0.31,6,256
3877365,Private garden room.,20036825,Teresa And David,,Grandview-Woodland,49.270845138129,-123.06348941494899,Private room,75,2,66,2018-08-27,1.34,1,311
3888379,"Beautiful 2 bedroom on ""The Drive""",8691370,Alex,,Grandview-Woodland,49.26726321092801,-123.06677829589198,Entire home/apt,93,5,25,2018-09-04,0.63,1,65
3906020,Discounted because of the upgrades,19900361,Billingtons,,West End,49.28072892817419,-123.13090791995003,Entire home/apt,200,1,9,2016-05-31,0.22,2,7
3932791,Kitsilano Terrace Suite,3842332,Lynn,,Kitsilano,49.2631043333902,-123.17888345746113,Entire home/apt,129,4,186,2018-07-18,3.90,4,104
3945850,Mid Century Suite- HUGE- Minutes to beach-,869810,Noah,,Kitsilano,49.27222333006377,-123.15078706600686,Entire home/apt,107,58,0,,,1,61
3950906,Beautiful Kitsilano 3 Bedroom Apt,17762420,Scott,,Kitsilano,49.26629589535952,-123.14684443678641,Entire home/apt,245,2,21,2018-08-04,0.73,1,314
3971726,Best of Downtown-New 1Br&Parking,7078078,Carina,,Downtown,49.280288550057925,-123.12015025443483,Entire home/apt,112,30,208,2018-06-21,4.38,1,117
3985461,Cozy Master Suite near PNE,20627754,Lainie,,Hastings-Sunrise,49.27739415597498,-123.03308426696029,Private room,55,14,15,2018-06-03,0.31,2,269
3992245,Beautiful downtown 2 bedroom apt.,18512037,Mehdi,,West End,49.2860892975582,-123.12737447455856,Entire home/apt,185,30,13,2017-12-23,0.27,1,342
3994011,202-Deluxe Studio by Stanley Park,600607,Bruce,,West End,49.29262786003413,-123.14084997279606,Entire home/apt,70,32,5,2017-09-04,0.10,41,48
3994702,"Delux, Spacious 1BDR  2Beds",504609,Mark,,Mount Pleasant,49.26067378757592,-123.10911458692784,Entire home/apt,199,2,4,2015-02-18,0.08,4,266
4006929,Newly Reno'd in Heart of the City,7341876,Sigrid,,Downtown,49.28052230275479,-123.12590733378254,Entire home/apt,188,3,52,2018-08-23,1.09,5,24
4016671,Modern Studio on Commercial Dr.,7499193,Tracey,,Grandview-Woodland,49.26617675035087,-123.06856412562922,Entire home/apt,109,3,200,2018-08-26,4.14,3,309
4041421,Beautiful One Bedroom Condo-Gastown,20955071,Kc,,Downtown Eastside,49.28246508892793,-123.1082637519547,Entire home/apt,145,180,2,2014-09-27,0.04,1,365
4052539,"Steps from seawall, mountain view",10978089,Susan,,Fairview,49.2668008812908,-123.13065117462021,Private room,75,31,26,2018-07-15,0.53,1,267
4052756,Spacious bedroom in nice home,16112109,Terra,,Hastings-Sunrise,49.2808523666338,-123.02915876043076,Private room,88,1,18,2018-08-14,0.45,1,365
4054111,"Super Central, Spacious, Luxe 2BDR",504609,Mark,,Mount Pleasant,49.25917332980332,-123.1078551039353,Entire home/apt,250,2,85,2018-09-06,1.75,4,266
4068935,Nice bedroom in East Vancouver,3318532,Robin,,Hastings-Sunrise,49.269636219351625,-123.04883927727062,Private room,55,2,16,2018-09-01,0.43,1,361
4070759,"Spacious, Modern King 1BDR  2 Bath",504609,Mark,,Mount Pleasant,49.25844947625056,-123.10974506138605,Entire home/apt,199,2,16,2018-08-18,0.33,4,266
4075378,"Relax, Enjoy and Stay @ MYPlace",21136663,Chris,,Downtown,49.27383947418142,-123.12406982807677,Entire home/apt,89,30,94,2018-04-15,2.04,1,308
4104870,Vineyard Suite @ Grandview House,21294269,Robert,,Grandview-Woodland,49.27193528877234,-123.07095139726655,Entire home/apt,114,5,63,2018-08-13,1.45,3,282
4106320,10th Floor Penthouse Davie Village,21300389,Ervin,,West End,49.28371728611426,-123.13357008883803,Private room,75,3,150,2018-08-28,3.61,1,102
4110475,Cozy Basement Suite,20326531,Ana,,Hastings-Sunrise,49.27913044010731,-123.05547365200805,Entire home/apt,82,30,35,2018-09-06,2.73,1,118
4120301,D64 - 2 br downtown luxury suite,30899,Rami,,Downtown,49.27775587378034,-123.10832049328225,Entire home/apt,270,30,16,2018-05-14,0.36,28,281
4126755,Entire House Ocean & Mountain View,55038,Jane,,Hastings-Sunrise,49.29029151928248,-123.04830218492948,Entire home/apt,145,3,21,2018-08-25,0.54,1,6
4134379,Bright Cozy Room in Heritage Home Monthly Rental,21364299,Christyn & Kreel,,Kensington-Cedar Cottage,49.251078747229336,-123.06519981361308,Private room,36,30,0,,,1,281
4137579,"Charming Suite In Historic Grandview Woodland""",5059240,Dorothy D.,,Grandview-Woodland,49.27752723147293,-123.0680177747094,Entire home/apt,130,3,55,2018-07-18,1.39,1,332
4145030,Luxury Private room w/ Private Bath,1200456,Nala,,Killarney,49.22819915213092,-123.03077775081802,Private room,85,3,17,2018-09-02,0.35,6,365
4145264,NEW LISTING - UBC/Kerrisdale/Dunbar,21384307,Friedrich & Naomi,,Dunbar Southlands,49.24234182103143,-123.17474118900684,Entire home/apt,60,30,49,2018-08-14,1.08,1,293
4151438,* Trout Lake Haven * 2 bedroom suite,989790,Paul,,Kensington-Cedar Cottage,49.25167887662173,-123.05968264881918,Entire home/apt,150,2,36,2018-08-27,0.92,3,130
4165086,East Van - close to transit,18386167,Aoife,,Renfrew-Collingwood,49.25091736891927,-123.05561113030353,Private room,50,30,10,2018-08-09,0.21,1,130
4195069,Home at Kitsilano beach,10170342,Sid,,Kitsilano,49.27083651265544,-123.16720784352346,Entire home/apt,460,7,2,2018-07-27,0.86,2,365
4203098,"Cozy/Large Suite in Kitsilano, Close To Downtown",21805745,Dan,,Kitsilano,49.264190934065574,-123.16701486245229,Private room,64,2,67,2018-08-26,1.41,1,280
4217858,"Funky, Spacious 2BDRM Gastown Loft",4397876,Ashleigh,,Downtown Eastside,49.28385074869077,-123.10466914452691,Entire home/apt,345,31,3,2018-07-20,0.91,1,360
4225233,"Heart of Downtown by Robson/Burrard, parking!",5255749,Amy,,West End,49.2841094713359,-123.12579482959039,Entire home/apt,104,30,57,2018-07-30,1.20,1,325
4235178,Vancouver Cozy Room Hip Handy Spot,21938621,Laura,,Mount Pleasant,49.262212746585924,-123.08582553710636,Private room,75,2,210,2018-08-29,4.42,1,63
4244379,"CHIC DOWNTOWN w/ NESPRESSO, PARKING",21105939,Lynne,,Downtown Eastside,49.281850110383715,-123.10756812734218,Entire home/apt,249,3,148,2018-08-19,4.39,1,317
4311837,The Heart Of Downtown Vancouver,17068178,Natalia And Tyler,,West End,49.282173524290705,-123.12468708054831,Entire home/apt,139,30,0,,,1,161
4318059,AMAZING VIEW! Modern & Central with POOL,3131518,Andi,,Downtown,49.27561428870191,-123.11516559925147,Entire home/apt,103,30,14,2018-09-04,0.30,1,240
4334640,"Bright, Modern Loft - Hip Main St. *Now with A/C*",22506621,Marty,,Strathcona,49.27627875857166,-123.09875905881172,Entire home/apt,227,3,84,2018-08-24,1.86,1,0
4348412,Kitsilano Garden level cozy Suite,21966373,Emily,,Kitsilano,49.26864684704714,-123.16865438059064,Entire home/apt,120,2,225,2018-09-04,4.82,1,87
4351464,"Private room & bathroom in downtown  ""Yaletown"".",21683172,Jim,,Downtown,49.275522645627184,-123.12729001866178,Private room,75,2,10,2018-09-07,0.22,1,25
4376313,"WestEnd,Heart of Downtown Vancouver",14366869,Armin,,Downtown,49.28165834420225,-123.11776583854147,Entire home/apt,293,2,154,2018-08-15,3.98,1,138
4377155,Cozy Family Friendly House,4132464,Jenny,,Mount Pleasant,49.257405182003474,-123.07805850976831,Entire home/apt,150,5,15,2018-09-03,0.58,1,0
4395511,PVT ROOM#1 w/PRIVATE entrance in NEW HOME,9085924,Gerry,,Renfrew-Collingwood,49.2367418192148,-123.03242970194547,Private room,64,3,160,2018-09-03,3.41,1,321
4418911,1 Bedroom Apartment on Kitsilano Beach,65699,Aneesa,,Kitsilano,49.27195279203963,-123.15184725667682,Entire home/apt,139,3,9,2018-04-02,0.28,1,4
4424484,Elegant 2 Bdrm Sanctuary Downtown,1021923,Stephanie,,West End,49.28587263538168,-123.12778658547182,Entire home/apt,325,3,28,2018-06-27,0.72,1,0
4441322,Lovely Room near VGH,23053204,Nico And Kiersten,,Fairview,49.261121675519476,-123.12726690718151,Private room,60,2,39,2018-05-13,1.42,1,60
4441544,Cosy 1BD with Balcony in West End,23054476,Alper,,West End,49.28943375556585,-123.13447451441984,Entire home/apt,82,88,0,,,1,365
4447077,Modern Comfy Convenient Location,2968730,Anna,,Downtown Eastside,49.276219356022956,-123.10127254206138,Private room,100,4,42,2016-10-02,1.27,1,60
4447748,Newer  2 bd/2 bth private apt/suite,23082203,Zaira Or Jaspal,,Victoria-Fraserview,49.2167124375278,-123.05282630783697,Entire home/apt,149,1,12,2017-08-17,0.32,1,345
4465400,Beautiful home in Vancouver,23168796,Oliver & Ashleigh,,Kitsilano,49.27177081932733,-123.16128329410321,Entire home/apt,400,3,22,2018-08-26,0.49,1,22
4483388,3 bed suite in great neighbourhood,1658741,Andre & Erin,,Riley Park,49.242130811160536,-123.09153449624998,Entire home/apt,200,30,12,2018-08-20,0.26,1,342
4485577,Comfortable en-suite bedroom #1,1533645,Angela,,Renfrew-Collingwood,49.251946112741564,-123.02569942732198,Private room,59,2,34,2018-08-14,0.79,2,363
4493377,Along the Garden Path,23307558,Lorna,,Kitsilano,49.26239694307674,-123.1690264625507,Entire home/apt,125,30,87,2018-08-03,1.90,1,177
4494498,Luxury Subpenthouse in Yaletown,17829585,Peter,,Downtown,49.27634031831604,-123.13256408701787,Entire home/apt,120,1,126,2018-08-19,3.04,1,284
4510264,Large beautiful 2 story family home,5465360,Guinevere,,Hastings-Sunrise,49.2713911025113,-123.04144189837281,Entire home/apt,200,5,9,2018-08-09,0.20,1,153
4512461,Swank Suite in Cedar Cottage,23398159,David&Amanda,,Kensington-Cedar Cottage,49.24109845489358,-123.0899400163697,Entire home/apt,89,30,66,2018-09-01,1.59,1,315
4517470,Waterfront property/mountain view,786783,Deborah,,Hastings-Sunrise,49.28901667010496,-123.04149694166324,Private room,55,2,34,2018-08-27,0.88,1,311
4527258,"Private Cozy Room/Gym/Pool/Sauna,..",16631729,Nima,,Downtown,49.28355212620064,-123.11280619289381,Private room,45,30,29,2018-07-06,0.74,2,73
4550506,Completely renovated 1 BD apartment,14343775,Sunshine / Dwayne,,Mount Pleasant,49.2574770036915,-123.10509311832476,Entire home/apt,110,3,126,2018-08-31,2.74,1,196
4558496,"Quiet, Clean and Comfortable",23629057,Brad,,West End,49.28676938654028,-123.1320293775159,Private room,167,2,109,2018-08-18,2.51,2,363
4567314,South Granville Condo with Cityview,23674639,Bob,,Fairview,49.264274709580384,-123.14312656469333,Entire home/apt,145,30,20,2018-04-10,0.44,1,329
4568364,Spacious 2-bedrooms in West Point Grey,23681660,Tal & Avital,,West Point Grey,49.26466331305309,-123.19925835022894,Private room,156,1,110,2018-09-01,2.63,1,317
4568675,The Lotus Room,12909023,Ong Kar,,Kitsilano,49.264617547867445,-123.1662776181794,Private room,100,30,139,2018-09-01,3.59,3,262
4588807,new modern condo Vancouver,23786249,Aaron & Anna,,Mount Pleasant,49.27209863264723,-123.10101970143083,Private room,85,30,67,2018-08-12,1.55,1,344
4605674,UNIQUE. MODERN. JACOBSEN,23865578,Shaz,,Strathcona,49.26870001679383,-123.09971730968998,Entire home/apt,200,30,0,,,1,120
4614368,D68 - Luxury two bedroom condo,30899,Rami,,Downtown,49.27862163961152,-123.12234509411012,Entire home/apt,189,30,20,2018-07-24,0.44,28,312
4614439,D16 - 3 bedroom house,30899,Rami,,Downtown Eastside,49.277826730855224,-123.08515362635582,Entire home/apt,175,30,3,2018-01-03,0.22,28,256
4624838,Private top floor of lovely craftsman home,23953859,Dave,,Mount Pleasant,49.262326840608075,-123.09049807155442,Private room,79,2,109,2018-08-16,2.53,2,24
4630113,Immaculate 1br Walk-Up Corner Unit,9146752,Liddie,,Renfrew-Collingwood,49.23503122234139,-123.02621279142843,Entire home/apt,100,31,8,2018-05-20,0.21,1,282
4633264,1 BD Coal Harbour condo in the city centre,23639031,David,,West End,49.28733424261323,-123.12761120751009,Entire home/apt,150,30,11,2018-08-30,0.26,1,121
4637856,Luxury Townhouse w/ Private Rooftop Patio,24013072,Johanna,,Grandview-Woodland,49.28171663814275,-123.07490135798496,Entire home/apt,250,2,8,2018-08-19,0.18,1,219
4649490,FABULOUS HERITAGE LOFT,2859873,Justin  And Tracy,,Downtown Eastside,49.280579629476186,-123.10075944329239,Entire home/apt,500,2,76,2018-09-03,1.87,1,350
4652036,#105 -Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26485765722523,-123.08573400986096,Entire home/apt,91,30,14,2018-04-06,0.33,9,358
4652209,# 213 -Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26356079518687,-123.08726225995564,Entire home/apt,91,30,15,2018-08-10,0.36,9,343
4654280,Best location with stunning views!,1899559,Mariann,,West End,49.282162175479094,-123.13604857971545,Entire home/apt,200,2,72,2018-07-26,1.70,1,15
4659229,StudioSweet,22208656,Richard,,Riley Park,49.25133839415523,-123.10103663265451,Entire home/apt,95,3,56,2018-08-19,1.90,2,283
4679955,Arbutus Garden Suite,14254168,Braden,,Kitsilano,49.26269221900376,-123.18492834774284,Entire home/apt,250,31,80,2018-08-17,1.97,2,130
4681746,Yaletown - central location downtown,11156615,Tyler,,Downtown,49.27615258398161,-123.1219537998042,Private room,89,30,19,2018-05-14,0.42,3,342
4692393,SweetSuite,22208656,Richard,,Riley Park,49.252762421934264,-123.10297071441641,Entire home/apt,110,3,70,2018-08-19,1.71,2,256
4699429,Gorgeous New House Bedroom A,7940236,Renee,,Renfrew-Collingwood,49.24827505154184,-123.0375122438312,Private room,64,31,2,2015-02-28,0.05,3,245
4701041,Gorgeous New House Bedroom B,7940236,Renee,,Renfrew-Collingwood,49.249487597790846,-123.03714174394788,Private room,64,31,1,2015-05-06,0.02,3,343
4701190,Gorgeous New House 2 Bedroom Suite,7940236,Renee,,Renfrew-Collingwood,49.24996221903066,-123.03591088433481,Entire home/apt,130,31,4,2018-08-01,0.32,3,245
4706507,Cypress Laneway House,14254168,Braden,,Kitsilano,49.263251449319355,-123.1832109094998,Entire home/apt,275,31,29,2018-08-21,0.65,2,96
4716495,Heart of the City Apartment,21614195,Julia,,Downtown,49.27815074618208,-123.12049002138495,Entire home/apt,126,30,88,2018-07-31,2.17,2,52
4746303,"Cozy, modern 1 bdrm in Vancouver's False Creek!",23582765,Alysia,,Mount Pleasant,49.26772404369227,-123.10373727832857,Entire home/apt,99,30,1,2016-03-22,0.03,1,57
4747128,Sunset Beach Apt with Amazing Ocean Views,41526,Ed,,Downtown,49.276597091585835,-123.1334372420733,Entire home/apt,275,4,53,2018-08-13,2.55,1,205
4752693,Bright and Spacious Kits Town Home,24525605,Jonathan,,Kitsilano,49.267394762840496,-123.16019376331211,Entire home/apt,225,3,88,2018-08-20,2.30,1,182
4763948,Casa Fina Cove - Private Basement Suite,24133365,Kris,,Kensington-Cedar Cottage,49.25335310427368,-123.08756440472443,Entire home/apt,125,1,116,2018-09-05,2.91,1,341
4787924,Trout Lake House,24681577,Irene,,Kensington-Cedar Cottage,49.25122820479527,-123.06064979385661,Entire home/apt,110,31,125,2018-08-26,2.88,1,320
4801526,Gastown/Railtown Room & Amenities,24737810,Bobby,,Downtown Eastside,49.282389102732,-123.09493681539332,Private room,79,1,127,2018-09-03,3.35,1,316
4815991,"Central Location - Pool, Sauna, Wifi",24303195,Rez,,Downtown,49.279232422167965,-123.12084117101992,Entire home/apt,250,2,33,2018-08-19,0.74,1,7
4842715,"Chic 1 bedroom with den, office and balcony",4889272,Patricia,,Downtown Eastside,49.28038886474973,-123.10511149338346,Entire home/apt,70,180,0,,,1,42
4849995,2 Bdrm Downtown Luxury in Yaletown,21783759,Viviena,,Downtown,49.27289353926421,-123.12748099961635,Entire home/apt,275,31,10,2018-08-20,0.29,8,303
4856515,A Sunny Suite Up Main,24738659,Katrina,,Riley Park,49.243164421464144,-123.10358305754372,Private room,68,31,18,2018-08-25,0.44,3,160
4871974,Private guest space in heritage house,8086252,James,,Downtown Eastside,49.27753937754599,-123.08911308343401,Private room,76,3,166,2018-09-06,3.68,1,170
4888430,Elegant Private Suite off Broadway,25151201,Nicole,,Mount Pleasant,49.26058578415045,-123.08179279368541,Entire home/apt,89,3,195,2018-09-04,4.58,1,106
4902682,Heritage Home Off Commercial Drive,9288157,Tamar,,Grandview-Woodland,49.27471348045223,-123.06818323453375,Entire home/apt,425,3,15,2018-08-26,0.38,2,42
4926164,"Olympic Village-Executive 1br w/pool, hottub & gym",25376097,Adonis,,Mount Pleasant,49.26912529091124,-123.10521281352773,Entire home/apt,129,30,3,2018-08-24,0.18,1,102
4942126,Granville Isl water/pastoral view,25470676,Patricia,,Fairview,49.266321416061004,-123.12773789149409,Private room,75,3,54,2018-08-27,1.38,2,244
4947735,"Sunny, Modern Family Home, near Kitsilano Beach",18340396,Charlene,,Arbutus Ridge,49.25196004173376,-123.16905065631596,Entire home/apt,600,7,16,2017-08-28,0.42,1,66
4995055,Bright & Light Main St. Garden Suite,3959207,Rob &Kea,,Riley Park,49.24379547190038,-123.09633724737118,Entire home/apt,79,30,20,2017-12-25,1.22,2,183
5005722,Spacious Character in Point Grey,25813717,Alison,,West Point Grey,49.25971653623476,-123.20526475573395,Entire home/apt,325,2,92,2018-08-13,2.19,1,130
5007196,Crosstown Bedroom Downtown Vancouver,15535422,Anthony & Vania,,Downtown,49.27920114468427,-123.10964909813981,Private room,117,3,56,2018-08-30,1.41,6,334
5013950,Monthly only - Great loft Vancouver,25858452,Joel,,Downtown,49.27735298084021,-123.1187909773313,Entire home/apt,70,30,0,,,2,63
5040320,Gorgeous 1-Bdr – Walk Everywhere!,179396,Lili,,West End,49.28189750928457,-123.12588339655942,Entire home/apt,138,28,84,2018-07-27,1.96,6,120
5057615,Stylish 1-bedroom in Mt. Pleasant,26114240,Graham,,Mount Pleasant,49.259330506872544,-123.08327495730505,Entire home/apt,89,21,36,2018-08-19,0.84,1,1
5085269,Clean & Cozy,26137686,Elizabeth,,Mount Pleasant,49.258629796462316,-123.10963582763988,Private room,53,30,81,2018-08-26,1.83,1,308
5089343,"Bedrm in SUPER location 1-bedrm, shared suite.",1368497,Kathy,,West End,49.282509785473856,-123.1276991967026,Private room,99,2,73,2018-08-27,2.70,1,0
5115510,Lovely Master Room w/ Private Bath,26414769,Shawn,,Killarney,49.229667928989684,-123.03405413832611,Private room,60,30,14,2017-11-04,0.36,2,319
5128169,Tastefully  decorated furnished apt,26510197,Theresa,,Fairview,49.26200695548288,-123.14571537311636,Entire home/apt,275,1,15,2018-08-23,0.40,4,356
5154272,Yaletown/Downtown Comfort,21783759,Viviena,,Downtown,49.2750851677859,-123.12563192803619,Entire home/apt,135,90,11,2018-06-17,0.30,8,277
5240477,Fabulous Beach Side Private Apt,10170342,Sid,,Kitsilano,49.27222773164608,-123.16657212257213,Entire home/apt,263,3,19,2018-09-03,0.45,2,327
5240833,Canada Line Convenience Vancouver,5408150,Mario,,Riley Park,49.24975575352624,-123.1152836759082,Private room,50,30,95,2018-08-23,2.37,1,252
5250038,Best Apartment by Commercial Drive,27171225,Inge,,Grandview-Woodland,49.26587137644997,-123.05997721570846,Entire home/apt,120,2,160,2018-09-06,3.81,1,291
5261845,Private Master bedroom in a luxury Yaletown condo,8696545,S,,Downtown,49.279013532819555,-123.12165103769185,Private room,130,30,4,2018-05-28,0.27,2,201
5262494,Extraordinary Raffles on Robson,25919383,Elna,,Downtown,49.27767163996263,-123.11601720086362,Entire home/apt,180,30,4,2017-05-01,0.15,1,245
5278749,Main Street Apartment,27325928,Sam,,Mount Pleasant,49.26595821030125,-123.09897009248347,Entire home/apt,80,3,64,2018-09-03,1.53,1,10
5315811,"Bright, fully furnished suite",4217281,Jennifer,,Fairview,49.258053897010356,-123.1220142521805,Private room,110,30,4,2015-08-18,0.10,3,310
5325269,Brand New Cozy Space - False Creek,27590024,John,,Mount Pleasant,49.268711880880126,-123.10738051045357,Entire home/apt,156,60,22,2018-01-14,0.53,2,351
5347437,Modern 1 bedroom 1 Den Parking Tinseltown Gastown,27713683,Shania,,Downtown,49.27919414035801,-123.10825487523498,Entire home/apt,200,1,48,2018-09-01,1.15,2,132
5354597,Your private suite in Vancouver!,18823483,Tc,,Victoria-Fraserview,49.23239382047909,-123.07378312303474,Entire home/apt,74,5,114,2018-08-16,2.66,1,304
5384454,private room with private bathroom,27910791,Adina,,Kitsilano,49.26837883671023,-123.1589735292383,Private room,83,2,122,2018-08-29,2.92,1,343
5391067,Artistic Space Close to Gastown,22720879,Brian,,Downtown Eastside,49.28096307916804,-123.09448263941864,Entire home/apt,80,3,38,2018-07-19,0.95,1,21
5423637,Gorgeous Views - 2 Bedroom Apartment (E1),23977001,Emma,,Downtown,49.28078490100691,-123.12406614068752,Entire home/apt,130,30,57,2018-08-01,1.34,10,164
5439203,CENTRAL DOWNTOWN YALETOWN VANCOUVER + PARKING,9809769,Michael,,Downtown,49.276438539237176,-123.12556902570826,Entire home/apt,118,31,130,2018-08-03,3.03,3,242
5442788,Hot Spot in the Heart of Vancouver,6835788,Dawn,,Downtown,49.28074135803614,-123.12543618244933,Entire home/apt,93,30,12,2018-02-02,0.28,2,321
5447436,Low Price Downtown Vancouver by Stanley Park,5268156,Sharon & Allan,,Downtown,49.289659136633276,-123.12684855568948,Entire home/apt,70,60,115,2018-04-22,2.69,6,2
5459210,A Mount Pleasant Gem,21614195,Julia,,Mount Pleasant,49.25837101431328,-123.08011566686626,Entire home/apt,130,5,9,2018-07-25,0.35,2,28
5471844,"Large, Modern & Private Space",28381470,Nia,,Kensington-Cedar Cottage,49.247701587286436,-123.08702443446086,Private room,89,1,335,2018-08-27,7.93,1,272
5480529,INCREDIBLE VIEW PENTHOUSE - 3 BD 2 BATH & PARKING,1694605,Gina,,West End,49.286851165994086,-123.12628995017678,Entire home/apt,805,4,17,2018-08-30,0.44,1,319
5482135,Cozy and Beautiful 3BD Home,7155253,Karin,,Renfrew-Collingwood,49.24382300860885,-123.03985734886838,Entire home/apt,149,2,152,2018-07-15,3.60,1,101
5490474,Two Bedrooms in Basement (Kits) - close to Beach,28469375,Geraldine,,Kitsilano,49.27079565588427,-123.18248843963875,Entire home/apt,68,31,55,2018-09-06,3.50,3,173
5538655,"Charming, bright and convenient 2-bedroom suite",11543743,Jennifer,,Kensington-Cedar Cottage,49.243678535352565,-123.08988872325494,Entire home/apt,82,30,22,2017-08-21,0.57,1,0
5562730,Pumpkin Spice Rest in Kerrisdale,23069890,Rebecca,,Oakridge,49.22472277993758,-123.13879637986437,Private room,68,1,215,2018-09-02,5.33,3,76
5567902,"Private room for ONE person, All incl",16631729,Nima,,Downtown Eastside,49.28334514607928,-123.11275203269327,Private room,50,30,8,2018-08-24,0.21,2,74
5571829,Downtown Vancouver Studio,4842154,Brenda,,Downtown,49.27760989257518,-123.12265885663433,Entire home/apt,109,30,13,2018-01-01,0.35,1,194
5581028,Central 2Bed and 2Bath + parking!,8165147,Jag,,West End,49.288687779642856,-123.12835364516697,Entire home/apt,199,30,98,2018-03-17,2.40,2,164
5582751,Main Floor Shared Room Near Skytrain & Airport,28946580,Wen,,Marpole,49.21136556933461,-123.11110447594582,Shared room,36,1,76,2018-09-03,1.98,4,146
5602997,Beautiful 2-bd Modern home,28884211,Kathy,,Grandview-Woodland,49.27584316276524,-123.06462866623336,Entire home/apt,175,2,129,2018-08-14,3.07,1,323
5614404,D4 - beautiful one bedroom,30899,Rami,,Mount Pleasant,49.27111147992208,-123.10289744078291,Entire home/apt,139,90,2,2015-08-01,0.05,28,365
5621277,楼上安静清洁景美女生卧室,29139310,Jimmy,,Victoria-Fraserview,49.22044756842947,-123.06683019709627,Private room,29,30,0,,,1,34
5631903,Comfy Garden Suite Close to Town,3588418,Tanja,,South Cambie,49.25033987240309,-123.12424612563622,Entire home/apt,109,3,90,2018-09-04,2.17,1,255
